user_id,start_time_iso,end_time_iso,model,api_key_name,api_key,type,price,amount
Google-8f10fbdf-d6b1-4b26-98e5-16ef1e29d5a3,2026-08-11T00:00:00-04:00,2026-08-12T00:00:00-04:00,deepseek-v4-pro,Amaris,sk-601b5***********************cfc3,input_cache_hit_tokens,0.000000003625,640
Google-8f10fbdf-d6b1-4b26-98e5-16ef1e29d5a3,2026-08-11T00:00:00-04:00,2026-08-12T00:00:00-04:00,deepseek-v4-pro,Amaris,sk-601b5***********************cfc3,input_cache_miss_tokens,0.000000435,4598
Google-8f10fbdf-d6b1-4b26-98e5-16ef1e29d5a3,2026-08-11T00:00:00-04:00,2026-08-12T00:00:00-04:00,deepseek-v4-pro,Amaris,sk-601b5***********************cfc3,request_count,,5
Google-8f10fbdf-d6b1-4b26-98e5-16ef1e29d5a3,2026-08-11T00:00:00-04:00,2026-08-12T00:00:00-04:00,deepseek-v4-pro,Amaris,sk-601b5***********************cfc3,output_tokens,0.00000087,6564
Google-8f10fbdf-d6b1-4b26-98e5-16ef1e29d5a3,2026-08-11T00:00:00-04:00,2026-08-12T00:00:00-04:00,deepseek-v4-flash,Amaris,sk-601b5***********************cfc3,input_cache_miss_tokens,0.00000014,534
Google-8f10fbdf-d6b1-4b26-98e5-16ef1e29d5a3,2026-08-11T00:00:00-04:00,2026-08-12T00:00:00-04:00,deepseek-v4-flash,Amaris,sk-601b5***********************cfc3,request_count,,2
Google-8f10fbdf-d6b1-4b26-98e5-16ef1e29d5a3,2026-08-11T00:00:00-04:00,2026-08-12T00:00:00-04:00,deepseek-v4-flash,Amaris,sk-601b5***********************cfc3,output_tokens,0.00000028,191
Google-8f10fbdf-d6b1-4b26-98e5-16ef1e29d5a3,2026-08-12T00:00:00-04:00,2026-08-13T00:00:00-04:00,deepseek-v4-pro,Amaris,sk-601b5***********************cfc3,input_cache_hit_tokens,0.000000003625,25216
Google-8f10fbdf-d6b1-4b26-98e5-16ef1e29d5a3,2026-08-12T00:00:00-04:00,2026-08-13T00:00:00-04:00,deepseek-v4-pro,Amaris,sk-601b5***********************cfc3,input_cache_miss_tokens,0.000000435,31142
Google-8f10fbdf-d6b1-4b26-98e5-16ef1e29d5a3,2026-08-12T00:00:00-04:00,2026-08-13T00:00:00-04:00,deepseek-v4-pro,Amaris,sk-601b5***********************cfc3,request_count,,14
Google-8f10fbdf-d6b1-4b26-98e5-16ef1e29d5a3,2026-08-12T00:00:00-04:00,2026-08-13T00:00:00-04:00,deepseek-v4-pro,Amaris,sk-601b5***********************cfc3,output_tokens,0.00000087,64716
Google-8f10fbdf-d6b1-4b26-98e5-16ef1e29d5a3,2026-08-12T00:00:00-04:00,2026-08-13T00:00:00-04:00,deepseek-v4-flash,Amaris,sk-601b5***********************cfc3,input_cache_hit_tokens,0.0000000028,162304
Google-8f10fbdf-d6b1-4b26-98e5-16ef1e29d5a3,2026-08-12T00:00:00-04:00,2026-08-13T00:00:00-04:00,deepseek-v4-flash,Amaris,sk-601b5***********************cfc3,input_cache_miss_tokens,0.00000014,172609
